datasource;dayofservice;tripid;lineid;routeid;direction;plannedtime_arr;plannedtime_dep;actualtime_arr;actualtime_dep;basin;tenderlot;suppressed;justificationid;lastupdate;note
DB;01-MAR-17 00:00:00;4389562;46A;46A_67;2 ;62661;57360;63077;57369;BasDef;;;;16-MAR-17 09:31:56;,2751411,
DB;01-MAR-17 00:00:00;4389894;39A;39A_40;1 ;27983;24000;28488;23979;BasDef;;;;16-MAR-17 09:31:56;,2418369,
DB;01-MAR-17 00:00:00;4386550;13;13_68;2 ;60320;54600;60440;54610;BasDef;;;;16-MAR-17 09:31:56;,2586984,
DB;01-MAR-17 00:00:00;4386553;13;13_66;1 ;80975;76500;81046;;BasDef;;;;16-MAR-17 09:31:56;,2586989,
DB;01-MAR-17 00:00:00;4386566;69;69_42;2 ;82346;79800;83842;79949;BasDef;;;;16-MAR-17 09:31:56;,2819059,
DB;01-MAR-17 00:00:00;4380887;77A;77A_29;1 ;31231;27600;33346;27712;BasDef;;;;16-MAR-17 09:31:56;,2757841,
DB;01-MAR-17 00:00:00;4380916;4;4_12;2 ;44593;40500;44972;40469;BasDef;;;;16-MAR-17 09:31:56;,2611877,
DB;01-MAR-17 00:00:00;4380967;79;79_10;1 ;49023;47100;49124;46408;BasDef;;;;16-MAR-17 09:31:56;,1731799,
DB;01-MAR-17 00:00:00;4381031;145;145_105;2 ;61103;55800;61332;55810;BasDef;;;;16-MAR-17 09:31:56;,2413753,
DB;01-MAR-17 00:00:00;4381043;63;63_30;2 ;48217;45900;48755;45908;BasDef;;;;16-MAR-17 09:31:56;,2798262,
DB;01-MAR-17 00:00:00;4381045;63;63_30;2 ;55417;53100;55144;52732;BasDef;;;;16-MAR-17 09:31:56;,2798264,
DB;01-MAR-17 00:00:00;4381054;4;4_10;1 ;29529;25200;29890;25150;BasDef;;;;16-MAR-17 09:31:56;,1889256,
DB;01-MAR-17 00:00:00;4381057;4;4_12;2 ;46393;42300;47344;42306;BasDef;;;;16-MAR-17 09:31:56;,2612707,
DB;01-MAR-17 00:00:00;4385337;130;130_11;2 ;37940;36300;38108;;BasDef;;;;16-MAR-17 09:31:56;,2738096,
DB;01-MAR-17 00:00:00;4385338;130;130_10;1 ;40162;38700;40516;38751;BasDef;;;;16-MAR-17 09:31:56;,2738099,
DB;01-MAR-17 00:00:00;4385467;114;114_5;1 ;35230;33300;36085;33957;BasDef;;;;16-MAR-17 09:31:56;,1728563,
DB;01-MAR-17 00:00:00;4385476;46A;46A_67;2 ;47803;43440;48147;43311;BasDef;;;;16-MAR-17 09:31:56;,2765493,
DB;01-MAR-17 00:00:00;4385480;46A;46A_67;2 ;71125;66480;71452;66483;BasDef;;;;16-MAR-17 09:31:56;,2765497,
DB;01-MAR-17 00:00:00;4385487;13;13_60;1 ;59090;52800;59675;52807;BasDef;;;;16-MAR-17 09:31:56;,2588528,
DB;01-MAR-17 00:00:00;4385576;7A;7A_85;1 ;50761;46800;52015;46834;BasDef;;;;16-MAR-17 09:31:56;,2792165,
DB;01-MAR-17 00:00:00;4385589;25A;25A_273;1 ;52752;49620;53191;;BasDef;;;;16-MAR-17 09:31:56;,2419105,
DB;01-MAR-17 00:00:00;4385620;111;111_7;1 ;25200;23400;25370;23374;BasDef;;;;16-MAR-17 09:31:56;,2789819,
DB;01-MAR-17 00:00:00;4385631;111;111_9;2 ;66239;63000;66257;63006;BasDef;;;;16-MAR-17 09:31:56;,2789830,
DB;01-MAR-17 00:00:00;4385636;111;111_7;1 ;82866;81000;82647;81023;BasDef;;;;16-MAR-17 09:31:56;,2789835,
DB;01-MAR-17 00:00:00;4385638;27;27_19;1 ;28828;24000;30171;23995;BasDef;;;;16-MAR-17 09:31:56;,2757267,
DB;01-MAR-17 00:00:00;4390577;238;238_15;2 ;74210;72900;75086;73054;BasDef;;;;16-MAR-17 09:31:56;,2818596,
DB;01-MAR-17 00:00:00;4390579;238;238_15;2 ;77617;76500;77834;76483;BasDef;;;;16-MAR-17 09:31:56;,2818600,
DB;01-MAR-17 00:00:00;4390620;27A;27A_4;1 ;47736;45900;47901;45898;BasDef;;;;16-MAR-17 09:31:56;,2317862,
DB;01-MAR-17 00:00:00;4390631;27A;27A_5;2 ;78871;77400;80894;77406;BasDef;;;;16-MAR-17 09:31:56;,2317889,
DB;01-MAR-17 00:00:00;4382818;27B;27B_34;2 ;67333;64500;68075;64516;BasDef;;;;16-MAR-17 09:31:56;,2329461,
DB;01-MAR-17 00:00:00;4382854;4;4_12;2 ;28927;25200;29801;25214;BasDef;;;;16-MAR-17 09:31:56;,2611242,
DB;01-MAR-17 00:00:00;4382906;151;151_17;2 ;27839;24300;28729;;BasDef;;;;16-MAR-17 09:31:56;,1873420,
DB;01-MAR-17 00:00:00;4390115;757;757_1;1 ;74017;72000;73770;71989;BasDef;;;;16-MAR-17 09:31:56;,2734700,
DB;01-MAR-17 00:00:00;4390117;757;757_1;1 ;80926;79200;81101;79211;BasDef;;;;16-MAR-17 09:31:56;,2734702,
DB;01-MAR-17 00:00:00;4395887;43;43_88;2 ;61713;58800;61234;58808;BasDef;;;;16-MAR-17 09:31:56;,2634317,
DB;01-MAR-17 00:00:00;4395888;43;43_84;1 ;66636;63300;67535;63366;BasDef;;;;16-MAR-17 09:31:56;,2317604,
DB;01-MAR-17 00:00:00;4395905;46A;46A_74;1 ;40057;36000;40657;36019;BasDef;;;;16-MAR-17 09:31:56;,2752826,
DB;01-MAR-17 00:00:00;4395928;7A;7A_87;2 ;36911;32400;36897;32315;BasDef;;;;16-MAR-17 09:31:56;,2800756,
DB;01-MAR-17 00:00:00;4395936;7;7_71;2 ;78817;76500;79013;76462;BasDef;;;;16-MAR-17 09:31:56;,2800767,
DB;01-MAR-17 00:00:00;4396031;33B;33B_56;1 ;33780;32400;;33073;BasDef;;;;16-MAR-17 09:31:56;,1743781,
DB;01-MAR-17 00:00:00;4396033;33B;33B_56;1 ;37337;36000;37702;36353;BasDef;;;;16-MAR-17 09:31:56;,1743783,
DB;01-MAR-17 00:00:00;4396048;123;123_36;2 ;41610;38400;42033;;BasDef;;;;16-MAR-17 09:31:56;,1922535,
DB;01-MAR-17 00:00:00;4388121;122;122_16;2 ;68391;64200;68881;64184;BasDef;;;;16-MAR-17 09:31:56;,2761761,
DB;01-MAR-17 00:00:00;4386037;145;145_93;2 ;33387;27300;33712;27300;BasDef;;;;16-MAR-17 09:31:56;,2418200,
DB;01-MAR-17 00:00:00;4386039;114;114_5;1 ;64933;63000;65969;62977;BasDef;;;;16-MAR-17 09:31:56;,2068659,
DB;01-MAR-17 00:00:00;4386062;184;184_28;2 ;62104;59400;62409;59417;BasDef;;;;16-MAR-17 09:31:56;,2416416,
DB;01-MAR-17 00:00:00;4386077;140;140_21;2 ;54088;50400;54615;50449;BasDef;;;;16-MAR-17 09:31:56;,2428987,
DB;01-MAR-17 00:00:00;4386082;140;140_19;1 ;30951;27300;31105;27320;BasDef;;;;16-MAR-17 09:31:56;,2420689,
DB;01-MAR-17 00:00:00;4386083;140;140_21;2 ;34698;31200;35047;31466;BasDef;;;;16-MAR-17 09:31:56;,2420691,
DB;01-MAR-17 00:00:00;4386086;140;140_19;1 ;61105;57600;61705;57614;BasDef;;;;16-MAR-17 09:31:56;,2420793,
DB;01-MAR-17 00:00:00;4382723;25A;25A_270;2 ;76206;73500;76164;73509;BasDef;;;;16-MAR-17 09:31:56;,2427053,
DB;01-MAR-17 00:00:00;4382725;67X;67X_38;1 ;68302;62400;68794;;BasDef;;;;16-MAR-17 09:31:56;,2505176,
DB;01-MAR-17 00:00:00;4382732;17;17_10;1 ;32633;27600;34425;27623;BasDef;;;;16-MAR-17 09:31:56;,1719381,
DB;01-MAR-17 00:00:00;4382736;17;17_10;1 ;63634;60000;63898;60029;BasDef;;;;16-MAR-17 09:31:56;,1719393,
DB;01-MAR-17 00:00:00;4384230;15A;15A_82;2 ;35657;31800;35661;;BasDef;;;;16-MAR-17 09:31:56;,2755302,
DB;01-MAR-17 00:00:00;4384249;11;11_42;2 ;66213;61200;66906;61172;BasDef;;;;16-MAR-17 09:31:56;,2764551,
DB;01-MAR-17 00:00:00;4384253;11;11_43;2 ;86317;84600;86481;84614;BasDef;;;;16-MAR-17 09:31:56;,2764555,
DB;01-MAR-17 00:00:00;4384254;46A;46A_74;1 ;46297;42240;46859;;BasDef;;;;16-MAR-17 09:31:56;,2754717,
DB;01-MAR-17 00:00:00;4384288;150;150_6;2 ;24532;22800;25066;22815;BasDef;;;;16-MAR-17 09:31:56;,2166956,
DB;01-MAR-17 00:00:00;4384299;150;150_5;1 ;59443;57000;59883;57207;BasDef;;;;16-MAR-17 09:31:56;,2166979,
DB;01-MAR-17 00:00:00;4395536;122;122_14;1 ;54103;50400;54261;50392;BasDef;;;;16-MAR-17 09:31:56;,2766081,
DB;01-MAR-17 00:00:00;4395553;37;37_14;1 ;63319;58500;63188;58474;BasDef;;;;16-MAR-17 09:31:56;,2165494,
DB;01-MAR-17 00:00:00;4395569;15A;15A_80;1 ;42219;40200;42143;40204;BasDef;;;;16-MAR-17 09:31:56;,2762813,
DB;01-MAR-17 00:00:00;4395575;15A;15A_80;1 ;65453;62100;66283;62062;BasDef;;;;16-MAR-17 09:31:56;,2762824,
DB;01-MAR-17 00:00:00;4395751;239;239_26;1 ;72476;70200;;70161;BasDef;;;;16-MAR-17 09:31:56;,2818721,
DB;01-MAR-17 00:00:00;4388910;41;41_7;2 ;87253;84600;86860;84600;BasDef;;;;16-MAR-17 09:31:56;,1723449,
DB;01-MAR-17 00:00:00;4389038;41B;41B_53;2 ;48854;45900;50211;46012;BasDef;;;;16-MAR-17 09:31:56;,1741579,
DB;01-MAR-17 00:00:00;4389070;75;75_13;2 ;39270;35400;40160;35498;BasDef;;;;16-MAR-17 09:31:56;,1750967,
DB;01-MAR-17 00:00:00;4389071;75;75_7;1 ;45490;41400;46086;41366;BasDef;;;;16-MAR-17 09:31:56;,1750969,
DB;01-MAR-17 00:00:00;4389074;75;75_13;2 ;62563;57600;63961;57494;BasDef;;;;16-MAR-17 09:31:56;,1750973,
DB;01-MAR-17 00:00:00;4389126;140;140_19;1 ;32751;29100;33223;28947;BasDef;;;;16-MAR-17 09:31:56;,2425382,
DB;01-MAR-17 00:00:00;4389137;40;40_17;1 ;59178;53280;58919;53172;BasDef;;;;16-MAR-17 09:31:56;,1729907,
DB;01-MAR-17 00:00:00;4379553;49;49_28;2 ;81509;79200;;79346;BasDef;;;;16-MAR-17 09:31:56;,1752509,
DB;01-MAR-17 00:00:00;4379606;184;184_28;2 ;42236;39600;42942;39689;BasDef;;;;16-MAR-17 09:31:56;,2414988,
DB;01-MAR-17 00:00:00;4395966;77A;77A_29;1 ;41495;37200;42002;37202;BasDef;;;;16-MAR-17 09:31:56;,2752133,
DB;01-MAR-17 00:00:00;4396007;41C;41C_78;1 ;32981;30000;33664;;BasDef;;;;16-MAR-17 09:31:56;,1742879,
DB;01-MAR-17 00:00:00;4396037;33B;33B_58;2 ;55535;54000;55801;54031;BasDef;;;;16-MAR-17 09:31:56;,1743791,
DB;01-MAR-17 00:00:00;4380851;29A;29A_15;2 ;79976;78300;80013;;BasDef;;;;16-MAR-17 09:31:56;,2670743,
DB;01-MAR-17 00:00:00;4396045;123;123_34;1 ;28560;25800;29033;25773;BasDef;;;;16-MAR-17 09:31:56;,1922529,
DB;01-MAR-17 00:00:00;4396051;123;123_34;1 ;54206;51000;54176;50951;BasDef;;;;16-MAR-17 09:31:56;,1922541,
DB;01-MAR-17 00:00:00;4392094;27;27_19;1 ;57141;51000;57874;51007;BasDef;;;;16-MAR-17 09:31:56;,2759752,
DB;01-MAR-17 00:00:00;4392096;27;27_19;1 ;71475;66000;71867;66016;BasDef;;;;16-MAR-17 09:31:56;,2759755,
DB;01-MAR-17 00:00:00;4392122;27;27_19;1 ;60141;54000;60313;53962;BasDef;;;;16-MAR-17 09:31:56;,2759481,
DB;01-MAR-17 00:00:00;4387342;38;38_13;2 ;86169;84600;86232;84532;BasDef;;;;16-MAR-17 09:31:56;,2699665,
DB;01-MAR-17 00:00:00;4387371;1;1_38;1 ;25769;24600;25740;24598;BasDef;;;;16-MAR-17 09:31:56;,1942158,
DB;01-MAR-17 00:00:00;4385436;40;40_17;1 ;40411;35400;41632;35405;BasDef;;;;16-MAR-17 09:31:56;,1727945,
DB;01-MAR-17 00:00:00;4385457;15;15_16;1 ;28861;24600;29542;24607;BasDef;;;;16-MAR-17 09:31:56;,2751998,
DB;01-MAR-17 00:00:00;4385471;114;114_5;1 ;50332;48600;50526;48586;BasDef;;;;16-MAR-17 09:31:56;,1739021,
DB;01-MAR-17 00:00:00;4385475;46A;46A_74;1 ;42457;38400;42745;38347;BasDef;;;;16-MAR-17 09:31:56;,2765492,
DB;01-MAR-17 00:00:00;4385511;83;83_16;1 ;50773;46200;52293;46304;BasDef;;;;16-MAR-17 09:31:56;,2756901,
DB;01-MAR-17 00:00:00;4385570;46A;46A_74;1 ;70677;66720;72317;66780;BasDef;;;;16-MAR-17 09:31:56;,2763179,
DB;01-MAR-17 00:00:00;4385571;46A;46A_67;2 ;75890;72000;75437;;BasDef;;;;16-MAR-17 09:31:56;,2763180,
DB;01-MAR-17 00:00:00;4385582;7A;7A_86;1 ;81214;78300;81531;;BasDef;;;;16-MAR-17 09:31:56;,2792176,
DB;01-MAR-17 00:00:00;4385625;111;111_8;2 ;43883;41400;44250;41461;BasDef;;;;16-MAR-17 09:31:56;,2789824,
DB;01-MAR-17 00:00:00;4385628;111;111_7;1 ;54877;52200;55155;52261;BasDef;;;;16-MAR-17 09:31:56;,2789827,
DB;30-JAN-17 00:00:00;4333991;40D;40D_102;1 ;57264;54000;56983;;BasDef;;;;16-FEB-17 16:36:24;,2209309,
DB;30-JAN-17 00:00:00;4334019;40D;40D_101;1 ;81462;79200;81110;;BasDef;;;;16-FEB-17 16:36:24;,1739505,
DB;30-JAN-17 00:00:00;4334056;40D;40D_101;1 ;77862;75600;77903;;BasDef;;;;16-FEB-17 16:36:24;,1735775,
DB;30-JAN-17 00:00:00;4334076;40B;40B_64;1 ;85055;84000;85174;84006;BasDef;;;;16-FEB-17 16:36:24;,1717283,
DB;30-JAN-17 00:00:00;4334098;40;40_24;2 ;65439;59100;66582;59076;BasDef;;;;16-FEB-17 16:36:24;,1954877,
DB;30-JAN-17 00:00:00;4336206;33;33_16;1 ;83791;79200;83066;;BasDef;;;;16-FEB-17 16:36:24;,1718597,
DB;30-JAN-17 00:00:00;4336262;32;32_58;2 ;26046;23100;25330;23124;BasDef;;;;16-FEB-17 16:36:24;,2329748,
DB;30-JAN-17 00:00:00;4334740;4;4_10;1 ;46620;42300;46578;42345;BasDef;;;;16-FEB-17 16:36:24;,2617667,
DB;30-JAN-17 00:00:00;4334744;4;4_10;1 ;55620;51300;55297;;BasDef;;;;16-FEB-17 16:36:24;,2611348,
DB;30-JAN-17 00:00:00;4334829;39A;39A_43;2 ;33039;27300;33847;27309;BasDef;;;;16-FEB-17 16:36:24;,2424605,
DB;30-JAN-17 00:00:00;4334845;39A;39A_43;2 ;26401;21600;26471;21603;BasDef;;;;16-FEB-17 16:36:24;,2417707,
DB;30-JAN-17 00:00:00;4334454;40;40_17;1 ;36536;30600;36931;30464;BasDef;;;;16-FEB-17 16:36:24;,1738838,
DB;30-JAN-17 00:00:00;4334493;40;40_17;1 ;58289;52560;57765;52462;BasDef;;;;16-FEB-17 16:36:24;,1752112,
DB;30-JAN-17 00:00:00;4334494;40;40_17;1 ;45670;40320;45636;40274;BasDef;;;;16-FEB-17 16:36:24;,1752108,
DB;30-JAN-17 00:00:00;4334520;40;40_17;1 ;48209;42480;47845;42478;BasDef;;;;16-FEB-17 16:36:24;,1745271,
DB;30-JAN-17 00:00:00;4334537;40;40_17;1 ;30590;25200;30875;25322;BasDef;;;;16-FEB-17 16:36:24;,1734489,
DB;30-JAN-17 00:00:00;4334543;4;4_13;2 ;85951;84600;;;BasDef;;;;16-FEB-17 16:36:24;,2611893,
DB;30-JAN-17 00:00:00;4334547;4;4_12;2 ;44257;39600;43659;39598;BasDef;;;;16-FEB-17 16:36:24;,2615614,
DB;30-JAN-17 00:00:00;4334624;4;4_12;2 ;38431;34200;38169;34136;BasDef;;;;16-FEB-17 16:36:24;,2608625,
DB;30-JAN-17 00:00:00;4334627;4;4_12;2 ;63704;58500;63958;58612;BasDef;;;;16-FEB-17 16:36:24;,2617673,
DB;30-JAN-17 00:00:00;4334639;4;4_12;2 ;45157;40500;44680;40505;BasDef;;;;16-FEB-17 16:36:24;,2611877,
DB;30-JAN-17 00:00:00;4334681;4;4_10;1 ;76795;72900;76366;;BasDef;;;;16-FEB-17 16:36:24;,2612192,
DB;30-JAN-17 00:00:00;4334527;40;40_17;1 ;68220;63000;;64439;BasDef;;;;16-FEB-17 16:36:24;,1751583,
DB;30-JAN-17 00:00:00;4334560;4;4_12;2 ;66404;61200;66423;61222;BasDef;;;;16-FEB-17 16:36:24;,2612831,
DB;30-JAN-17 00:00:00;4334572;4;4_12;2 ;59925;54900;60198;55002;BasDef;;;;16-FEB-17 16:36:24;,2608384,
DB;30-JAN-17 00:00:00;4334573;4;4_12;2 ;48757;44100;49259;44087;BasDef;;;;16-FEB-17 16:36:24;,2608380,
DB;30-JAN-17 00:00:00;4334590;4;4_12;2 ;40231;36000;40251;36024;BasDef;;;;16-FEB-17 16:36:24;,2611247,
DB;30-JAN-17 00:00:00;4334636;4;4_12;2 ;78992;75600;79126;75571;BasDef;;;;16-FEB-17 16:36:24;,2611889,
DB;30-JAN-17 00:00:00;4334701;4;4_10;1 ;34754;29700;35387;30031;BasDef;;;;16-FEB-17 16:36:24;,2611244,
DB;30-JAN-17 00:00:00;4337415;27;27_19;1 ;85445;81000;85352;80993;BasDef;;;;16-FEB-17 16:36:24;,2762761,
DB;30-JAN-17 00:00:00;4337507;27;27_19;1 ;48625;42600;48920;42591;BasDef;;;;16-FEB-17 16:36:24;,2751720,
DB;30-JAN-17 00:00:00;4337561;27;27_17;2 ;73576;68400;73170;68416;BasDef;;;;16-FEB-17 16:36:24;,2764346,
DB;30-JAN-17 00:00:00;4337565;27;27_17;2 ;82086;77400;82463;77411;BasDef;;;;16-FEB-17 16:36:24;,2765215,
DB;30-JAN-17 00:00:00;4337570;27;27_17;2 ;46817;40800;47978;40810;BasDef;;;;16-FEB-17 16:36:24;,2757491,
DB;30-JAN-17 00:00:00;4337575;27;27_17;2 ;70514;64200;69956;64071;BasDef;;;;16-FEB-17 16:36:24;,2757125,
DB;30-JAN-17 00:00:00;4337686;27;27_17;2 ;35493;28800;36234;28766;BasDef;;;;16-FEB-17 16:36:24;,2759648,
DB;30-JAN-17 00:00:00;4337696;27;27_17;2 ;43217;37200;43346;37222;BasDef;;;;16-FEB-17 16:36:24;,2754137,
DB;30-JAN-17 00:00:00;4337929;25B;25B_274;1 ;71547;67320;;67319;BasDef;;;;16-FEB-17 16:36:24;,2417330,
DB;30-JAN-17 00:00:00;4328595;79;79_10;1 ;78643;77100;78760;;BasDef;;;;16-FEB-17 16:36:24;,1731815,
DB;30-JAN-17 00:00:00;4328696;77A;77A_29;1 ;33551;28800;34504;28868;BasDef;;;;16-FEB-17 16:36:24;,2757544,
DB;30-JAN-17 00:00:00;4328808;77A;77A_28;2 ;52668;48000;53140;48005;BasDef;;;;16-FEB-17 16:36:24;,2754553,
DB;30-JAN-17 00:00:00;4328951;76;76_37;2 ;38621;36000;39039;36147;BasDef;;;;16-FEB-17 16:36:24;,1866124,
DB;30-JAN-17 00:00:00;4328967;76;76_37;2 ;53254;50400;53538;50370;BasDef;;;;16-FEB-17 16:36:24;,1870255,
DB;30-JAN-17 00:00:00;4334604;4;4_12;2 ;65504;60300;65657;60256;BasDef;;;;16-FEB-17 16:36:24;,2612338,
DB;30-JAN-17 00:00:00;4330093;70;70_60;1 ;67333;62400;68426;62378;BasDef;;;;16-FEB-17 16:36:24;,2328507,
DB;30-JAN-17 00:00:00;4330107;70;70_60;1 ;79347;76200;79781;76167;BasDef;;;;16-FEB-17 16:36:24;,2705509,
DB;30-JAN-17 00:00:00;4330133;7;7_71;2 ;70633;67500;70871;67535;BasDef;;;;16-FEB-17 16:36:24;,2803286,
DB;30-JAN-17 00:00:00;4332749;45A;45A_70;2 ;66382;63000;66310;62972;BasDef;;;;16-FEB-17 16:36:24;,2447952,
DB;30-JAN-17 00:00:00;4332757;45A;45A_68;1 ;35012;31200;35188;31517;BasDef;;;;16-FEB-17 16:36:24;,2449010,
DB;30-JAN-17 00:00:00;4332786;45A;45A_64;2 ;41042;37500;40994;37479;BasDef;;;;16-FEB-17 16:36:24;,2448262,
DB;30-JAN-17 00:00:00;4333892;40D;40D_104;2 ;60720;57600;60520;;BasDef;;;;16-FEB-17 16:36:24;,1739494,
DB;30-JAN-17 00:00:00;4333894;40D;40D_104;2 ;62520;59400;61758;59340;BasDef;;;;16-FEB-17 16:36:24;,1755912,
DB;30-JAN-17 00:00:00;4333896;40D;40D_104;2 ;68520;65700;68198;65696;BasDef;;;;16-FEB-17 16:36:24;,2212603,
DB;30-JAN-17 00:00:00;4333903;40D;40D_104;2 ;33540;30600;33726;30632;BasDef;;;;16-FEB-17 16:36:24;,1750818,
DB;30-JAN-17 00:00:00;4333907;40D;40D_104;2 ;42159;39600;42353;39577;BasDef;;;;16-FEB-17 16:36:24;,1734332,
DB;30-JAN-17 00:00:00;4333913;40D;40D_104;2 ;63300;60300;63538;60386;BasDef;;;;16-FEB-17 16:36:24;,1741594,
DB;30-JAN-17 00:00:00;4333939;40D;40D_103;2 ;74520;72000;74122;72009;BasDef;;;;16-FEB-17 16:36:24;,1756140,
DB;30-JAN-17 00:00:00;4333986;40D;40D_102;1 ;42350;39600;42016;;BasDef;;;;16-FEB-17 16:36:24;,1755905,
DB;30-JAN-17 00:00:00;4332738;46A;46A_64;2 ;31430;28200;31710;28216;BasDef;;;;16-FEB-17 16:36:24;,2758254,
DB;30-JAN-17 00:00:00;4332743;45A;45A_70;2 ;30330;26700;31319;26820;BasDef;;;;16-FEB-17 16:36:24;,2449008,
DB;30-JAN-17 00:00:00;4332758;45A;45A_68;1 ;65710;61800;66499;62066;BasDef;;;;16-FEB-17 16:36:24;,2448271,
DB;30-JAN-17 00:00:00;4332812;45A;45A_64;2 ;46442;42900;46408;42875;BasDef;;;;16-FEB-17 16:36:24;,2447944,
DB;30-JAN-17 00:00:00;4332819;45A;45A_64;2 ;55152;51300;55121;51290;BasDef;;;;16-FEB-17 16:36:24;,2448976,
DB;30-JAN-17 00:00:00;4332854;45A;45A_60;1 ;26524;24000;26811;24038;BasDef;;;;16-FEB-17 16:36:24;,2448256,
DB;30-JAN-17 00:00:00;4343601;120;120_9;2 ;83798;82500;84373;82553;BasDef;;;;16-FEB-17 16:36:24;,1741213,
DB;30-JAN-17 00:00:00;4343625;120;120_9;2 ;66485;64800;66245;64805;BasDef;;;;16-FEB-17 16:36:24;,1754238,
DB;30-JAN-17 00:00:00;4343672;120;120_9;2 ;30115;28200;30489;28248;BasDef;;;;16-FEB-17 16:36:24;,1756146,
DB;30-JAN-17 00:00:00;4343698;120;120_8;1 ;66086;62400;66496;62623;BasDef;;;;16-FEB-17 16:36:24;,1756169,
DB;30-JAN-17 00:00:00;4343716;120;120_7;1 ;48788;46800;48856;46729;BasDef;;;;16-FEB-17 16:36:24;,1742573,
DB;30-JAN-17 00:00:00;4343717;120;120_7;1 ;43685;42000;43759;42021;BasDef;;;;16-FEB-17 16:36:24;,1742569,
DB;30-JAN-17 00:00:00;4343760;120;120_7;1 ;24847;23400;25069;23844;BasDef;;;;16-FEB-17 16:36:24;,1753990,
DB;30-JAN-17 00:00:00;4343793;120;120_7;1 ;79756;78300;80045;78326;BasDef;;;;16-FEB-17 16:36:24;,1756181,
DB;30-JAN-17 00:00:00;4343799;120;120_7;1 ;37685;36000;37810;36147;BasDef;;;;16-FEB-17 16:36:24;,1756152,
DB;30-JAN-17 00:00:00;4331497;61;61_106;1 ;74930;72000;;;BasDef;;;;16-FEB-17 16:36:24;,2525535,
DB;30-JAN-17 00:00:00;4331504;59;59_11;2 ;83090;82200;83046;82206;BasDef;;;;16-FEB-17 16:36:24;,2792058,
DB;30-JAN-17 00:00:00;4331561;59;59_10;1 ;49190;48000;49283;48000;BasDef;;;;16-FEB-17 16:36:24;,2791890,
DB;30-JAN-17 00:00:00;4331564;59;59_10;1 ;38354;37200;38217;37187;BasDef;;;;16-FEB-17 16:36:24;,2791876,
DB;30-JAN-17 00:00:00;4341403;145;145_105;2 ;82751;79200;82486;79160;BasDef;;;;16-FEB-17 16:36:24;,2413757,
DB;30-JAN-17 00:00:00;4341437;145;145_102;1 ;64677;59100;64821;59138;BasDef;;;;16-FEB-17 16:36:24;,2491891,
DB;30-JAN-17 00:00:00;4341470;145;145_102;1 ;36355;31800;36245;31657;BasDef;;;;16-FEB-17 16:36:24;,2413010,
DB;30-JAN-17 00:00:00;4341561;145;145_102;1 ;40969;36600;41182;36826;BasDef;;;;16-FEB-17 16:36:24;,2421163,
DB;30-JAN-17 00:00:00;4337410;27;27_19;1 ;33355;27000;34036;26972;BasDef;;;;16-FEB-17 16:36:24;,2756320,
DB;30-JAN-17 00:00:00;4337428;27;27_19;1 ;69304;63600;68929;63571;BasDef;;;;16-FEB-17 16:36:24;,2758025,
DB;30-JAN-17 00:00:00;4343846;114;114_6;2 ;27539;25800;27429;25799;BasDef;;;;16-FEB-17 16:36:24;,1728558,
DB;30-JAN-17 00:00:00;4343860;114;114_6;2 ;59868;57600;60699;57812;BasDef;;;;16-FEB-17 16:36:24;,1719167,
DB;30-JAN-17 00:00:00;4343933;111;111_7;1 ;62213;59400;62122;59407;BasDef;;;;16-FEB-17 16:36:24;,2789829,
DB;30-JAN-17 00:00:00;4344060;11;11_42;2 ;61024;55800;61491;56237;BasDef;;;;16-FEB-17 16:36:24;,2760123,
DB;30-JAN-17 00:00:00;4327811;83A;83A_17;1 ;38890;34500;38992;34533;BasDef;;;;16-FEB-17 16:36:24;,2756898,
DB;30-JAN-17 00:00:00;4331846;53;53_19;2 ;53531;52200;53415;52208;BasDef;;;;16-FEB-17 16:36:24;,2328893,
DB;30-JAN-17 00:00:00;4331877;53;53_17;1 ;58740;57600;59391;57615;BasDef;;;;16-FEB-17 16:36:24;,1872591,
DB;30-JAN-17 00:00:00;4331906;49;49_28;2 ;62615;59400;;59333;BasDef;;;;16-FEB-17 16:36:24;,1752287,
DB;30-JAN-17 00:00:00;4331968;49;49_28;2 ;60815;57600;;57276;BasDef;;;;16-FEB-17 16:36:24;,1725526,
DB;30-JAN-17 00:00:00;4331986;49;49_27;1 ;58664;54900;58704;54996;BasDef;;;;16-FEB-17 16:36:24;,1752285,1752285,
DB;30-JAN-17 00:00:00;4332003;49;49_27;1 ;45135;42300;45017;42269;BasDef;;;;16-FEB-17 16:36:24;,1752311,
DB;30-JAN-17 00:00:00;4332033;49;49_27;1 ;62264;58500;62546;58450;BasDef;;;;16-FEB-17 16:36:24;,1757406,
DB;30-JAN-17 00:00:00;4332052;47;47_139;1 ;83520;81000;83638;;BasDef;;;;16-FEB-17 16:36:24;,2752945,
DB;30-JAN-17 00:00:00;4332054;47;47_139;1 ;67860;64800;68647;;BasDef;;;;16-FEB-17 16:36:24;,2752934,
DB;30-JAN-17 00:00:00;4332097;47;47_139;1 ;63120;59400;64549;;BasDef;;;;16-FEB-17 16:36:24;,2757430,
DB;30-JAN-17 00:00:00;4332154;47;47_135;2 ;40380;36900;;36890;BasDef;;;;16-FEB-17 16:36:24;,2757419,
DB;30-JAN-17 00:00:00;4332158;46A;46A_74;1 ;65079;60300;65619;60333;BasDef;;;;16-FEB-17 16:36:24;,2756827,
